//lat,//long,//1.66666667 = 1 NM,,,,,,,,
You,,,,,,,,,,
0,42.065,70.161,2000,70.761,0.001,0.0033,,,,
6,42.066,70.1643,2014,70.761,0.001,0.0033,1,,,
12,42.067,70.1676,2028,70.761,0.001,0.0033,2,,,
18,42.068,70.1709,2042,70.761,0.001,0.0033,3,,,
24,42.069,70.1742,2056,70.761,0.001,0.0033,4,,,
30,42.07,70.1775,2070,70.761,0.001,0.0033,5,,,
36,42.071,70.1808,2084,70.761,0.001,0.0033,6,,,
42,42.072,70.1841,2098,70.761,0.001,0.0033,7,,,
48,42.073,70.1874,2112,70.761,0.001,0.0033,8,,,
54,42.074,70.1907,2126,70.761,0.001,0.0033,9,,,
60,42.075,70.194,2140,70.761,0.001,0.0033,10,,,
66,42.076,70.1973,2154,70.761,0.001,0.0033,11,,,
72,42.077,70.2006,2168,70.761,0.001,0.0033,12,,,
78,42.078,70.2039,2182,70.761,0.001,0.0033,13,,,
84,42.079,70.2072,2196,70.761,0.001,0.0033,14,,,
90,42.08,70.2105,2210,70.761,0.001,0.0033,15,,,
96,42.081,70.2138,2224,70.761,0.001,0.0033,16,,,
102,42.082,70.2171,2238,70.761,0.001,0.0033,17,,,
108,42.083,70.2204,2252,70.761,0.001,0.0033,18,,,
114,42.084,70.2237,2266,70.761,0.001,0.0033,19,,,
120,42.085,70.227,2280,70.761,0.001,0.0033,20,,,
126,42.086,70.2303,2294,70.761,0.001,0.0033,21,,,
132,42.087,70.2336,2308,70.761,0.001,0.0033,22,,,
138,42.088,70.2369,2322,70.761,0.001,0.0033,23,,,
144,42.089,70.2402,2336,70.761,0.001,0.0033,24,,,
150,42.09,70.2435,2350,70.761,0.001,0.0033,25,,,
156,42.091,70.2468,2364,70.761,0.001,0.0033,26,,,
162,42.092,70.2501,2378,70.761,0.001,0.0033,27,,,
168,42.093,70.2534,2392,70.761,0.001,0.0033,28,,,
174,42.094,70.2567,2387,70.761,0.001,0.0033,29,,,
180,42.095,70.26,2382,70.761,0.001,0.0033,30,,,
186,42.096,70.2633,2377,70.761,0.001,0.0033,31,,,
192,42.097,70.2666,2372,70.761,0.001,0.0033,32,,,
198,42.098,70.2699,2367,70.761,0.001,0.0033,33,,,
204,42.099,70.2732,2362,70.761,0.001,0.0033,34,,,
210,42.1,70.2765,2357,70.761,0.001,0.0033,35,,,
216,42.101,70.2798,2352,70.761,0.001,0.0033,36,,,
222,42.102,70.2831,2347,70.761,0.001,0.0033,37,,,
228,42.103,70.2864,2342,70.761,0.001,0.0033,38,,,
234,42.104,70.2897,2337,70.761,0.001,0.0033,39,,,
240,42.105,70.293,2332,70.761,0.001,0.0033,40,,,
246,42.106,70.2963,2327,70.761,0.001,0.0033,41,,,
252,42.107,70.2996,2322,70.761,0.001,0.0033,42,,,
258,42.108,70.3029,2317,70.761,0.001,0.0033,43,,,
264,42.109,70.3062,2312,70.761,0.001,0.0033,44,,,
270,42.11,70.3095,2307,70.761,0.001,0.0033,45,,,
276,42.111,70.3128,2302,70.761,0.001,0.0033,46,,,
282,42.112,70.3161,2297,70.761,0.001,0.0033,47,,,
288,42.113,70.3194,2292,70.761,0.001,0.0033,48,,,
294,42.114,70.3227,2287,70.761,0.001,0.0033,49,,,
300,42.115,70.326,2282,70.761,0.001,0.0033,50,,,
306,42.116,70.3293,2277,70.761,0.001,0.0033,51,,,
312,42.117,70.3326,2272,70.761,0.001,0.0033,52,,,
318,42.118,70.3359,2267,70.761,0.001,0.0033,53,,,
324,42.119,70.3392,2262,70.761,0.001,0.0033,54,,,
330,42.12,70.3425,2257,70.761,0.001,0.0033,55,,,
336,42.121,70.3458,2252,70.761,0.001,0.0033,56,,,
342,42.122,70.3491,2247,70.761,0.001,0.0033,57,,,
348,42.123,70.3524,2242,70.761,0.001,0.0033,58,,,
354,42.124,70.3557,2237,70.761,0.001,0.0033,59,,,
360,42.125,70.359,2232,70.761,0.001,0.0033,60,,,
361,42.126,70.3623,2232,70.761,0.001,0.0033,60,,,
362,42.127,70.3656,2232,70.761,0.001,0.0033,60,,,
363,42.128,70.3689,2232,70.761,0.001,0.0033,60,,,
364,42.129,70.3722,2232,70.761,0.001,0.0033,60,,,
365,42.13,70.3755,2232,70.761,0.001,0.0033,60,,,
366,42.131,70.3788,2232,70.761,0.001,0.0033,60,,,
367,42.132,70.3821,2232,70.761,0.001,0.0033,60,,,
368,42.133,70.3854,2232,70.761,0.001,0.0033,60,,,
369,42.134,70.3887,2232,70.761,0.001,0.0033,60,,,
370,42.135,70.392,2232,70.761,0.001,0.0033,60,,,
371,42.136,70.3953,2232,70.761,0.001,0.0033,60,,,
372,42.137,70.3986,2232,70.761,0.001,0.0033,60,,,
373,42.138,70.4019,2232,70.761,0.001,0.0033,60,,,
374,42.139,70.4052,2232,70.761,0.001,0.0033,60,,,
375,42.14,70.4085,2232,70.761,0.001,0.0033,60,,,
376,42.141,70.4118,2232,70.761,0.001,0.0033,60,,,
377,42.142,70.4151,2232,70.761,0.001,0.0033,60,,,
378,42.143,70.4184,2232,70.761,0.001,0.0033,60,,,
379,42.144,70.4217,2232,70.761,0.001,0.0033,60,,,
380,42.145,70.425,2232,70.761,0.001,0.0033,60,,,
381,42.146,70.4283,2232,70.761,0.001,0.0033,60,,,
382,42.147,70.4316,2232,70.761,0.001,0.0033,60,,,
383,42.148,70.4349,2232,70.761,0.001,0.0033,60,,,
384,42.149,70.4382,2232,70.761,0.001,0.0033,60,,,
385,42.15,70.4415,2232,70.761,0.001,0.0033,60,,,
386,42.151,70.4448,2232,70.761,0.001,0.0033,60,,,
387,42.152,70.4481,2232,70.761,0.001,0.0033,60,,,
388,42.153,70.4514,2232,70.761,0.001,0.0033,60,,,
389,42.154,70.4547,2232,70.761,0.001,0.0033,60,,,
390,42.155,70.458,2232,70.761,0.001,0.0033,60,,,
391,42.156,70.4613,2232,70.761,0.001,0.0033,60,,,
392,42.157,70.4646,2232,70.761,0.001,0.0033,60,,,
393,42.158,70.4679,2232,70.761,0.001,0.0033,60,,,
394,42.159,70.4712,2232,70.761,0.001,0.0033,60,,,
395,42.16,70.4745,2232,70.761,0.001,0.0033,60,,,
396,42.161,70.4778,2232,70.761,0.001,0.0033,60,,,
397,42.162,70.4811,2232,70.761,0.001,0.0033,60,,,
398,42.163,70.4844,2232,70.761,0.001,0.0033,60,,,
399,42.164,70.4877,2232,70.761,0.001,0.0033,60,,,
400,42.165,70.491,2232,70.761,0.001,0.0033,60,,,
401,42.166,70.4943,2232,70.761,0.001,0.0033,60,,,
402,42.167,70.4976,2232,70.761,0.001,0.0033,60,,,
403,42.168,70.5009,2232,70.761,0.001,0.0033,60,,,
404,42.169,70.5042,2232,70.761,0.001,0.0033,60,,,
405,42.17,70.5075,2232,70.761,0.001,0.0033,60,,,
406,42.171,70.5108,2232,70.761,0.001,0.0033,60,,,
407,42.172,70.5141,2232,70.761,0.001,0.0033,60,,,
408,42.173,70.5174,2232,70.761,0.001,0.0033,60,,,
409,42.174,70.5207,2232,70.761,0.001,0.0033,60,,,
410,42.175,70.524,2232,70.761,0.001,0.0033,60,,,
411,42.176,70.5273,2232,70.761,0.001,0.0033,60,,,
412,42.177,70.5306,2232,70.761,0.001,0.0033,60,,,
413,42.178,70.5339,2232,70.761,0.001,0.0033,60,,,
414,42.179,70.5372,2232,70.761,0.001,0.0033,60,,,
415,42.18,70.5405,2232,70.761,0.001,0.0033,60,,,
416,42.181,70.5438,2232,70.761,0.001,0.0033,60,,,
417,42.182,70.5471,2232,70.761,0.001,0.0033,60,,,
418,42.183,70.5504,2232,70.761,0.001,0.0033,60,,,
419,42.184,70.5537,2232,70.761,0.001,0.0033,60,,,
420,42.185,70.557,2232,70.761,0.001,0.0033,60,,,
421,42.186,70.5603,2232,70.761,0.001,0.0033,60,,,
422,42.187,70.5636,2232,70.761,0.001,0.0033,60,,,
423,42.188,70.5669,2232,70.761,0.001,0.0033,60,,,
424,42.189,70.5702,2232,70.761,0.001,0.0033,60,,,
425,42.19,70.5735,2232,70.761,0.001,0.0033,60,,,
426,42.191,70.5768,2232,70.761,0.001,0.0033,60,,,
427,42.192,70.5801,2232,70.761,0.001,0.0033,60,,,
428,42.193,70.5834,2232,70.761,0.001,0.0033,60,,,
429,42.194,70.5867,2232,70.761,0.001,0.0033,60,,,
430,42.195,70.59,2232,70.761,0.001,0.0033,60,,,
431,42.196,70.5933,2232,70.761,0.001,0.0033,60,,,
432,42.197,70.5966,2232,70.761,0.001,0.0033,60,,,
433,42.198,70.5999,2232,70.761,0.001,0.0033,60,,,
434,42.199,70.6032,2232,70.761,0.001,0.0033,60,,,
435,42.2,70.6065,2232,70.761,0.001,0.0033,60,,,
436,42.201,70.6098,2232,70.761,0.001,0.0033,60,,,
437,42.202,70.6131,2232,70.761,0.001,0.0033,60,,,
438,42.203,70.6164,2232,70.761,0.001,0.0033,60,,,
439,42.204,70.6197,2232,70.761,0.001,0.0033,60,,,
440,42.205,70.623,2232,70.761,0.001,0.0033,60,,,
441,42.206,70.6263,2232,70.761,0.001,0.0033,60,,,
442,42.207,70.6296,2232,70.761,0.001,0.0033,60,,,
443,42.208,70.6329,2232,70.761,0.001,0.0033,60,,,
444,42.209,70.6362,2232,70.761,0.001,0.0033,60,,,
445,42.21,70.6395,2232,70.761,0.001,0.0033,60,,,
446,42.211,70.6428,2232,70.761,0.001,0.0033,60,,,
447,42.212,70.6461,2232,70.761,0.001,0.0033,60,,,
448,42.213,70.6494,2232,70.761,0.001,0.0033,60,,,
449,42.214,70.6527,2232,70.761,0.001,0.0033,60,,,
450,42.215,70.656,2232,70.761,0.001,0.0033,60,,,
451,42.216,70.6593,2232,70.761,0.001,0.0033,60,,,
452,42.217,70.6626,2232,70.761,0.001,0.0033,60,,,
453,42.218,70.6659,2232,70.761,0.001,0.0033,60,,,
454,42.219,70.6692,2232,70.761,0.001,0.0033,60,,,
455,42.22,70.6725,2232,70.761,0.001,0.0033,60,,,
456,42.221,70.6758,2232,70.761,0.001,0.0033,60,,,
457,42.222,70.6791,2232,70.761,0.001,0.0033,60,,,
458,42.223,70.6824,2232,70.761,0.001,0.0033,60,,,
459,42.224,70.6857,2232,70.761,0.001,0.0033,60,,,
460,42.225,70.689,2232,70.761,0.001,0.0033,60,,,
461,42.226,70.6923,2232,70.761,0.001,0.0033,60,,,
462,42.227,70.6956,2232,70.761,0.001,0.0033,60,,,
463,42.228,70.6989,2232,70.761,0.001,0.0033,60,,,
464,42.229,70.7022,2232,70.761,0.001,0.0033,60,,,
465,42.23,70.7055,2232,70.761,0.001,0.0033,60,,,
466,42.231,70.7088,2232,70.761,0.001,0.0033,60,,,
467,42.232,70.7121,2232,70.761,0.001,0.0033,60,,,
468,42.233,70.7154,2232,70.761,0.001,0.0033,60,,,
469,42.234,70.7187,2232,70.761,0.001,0.0033,60,,,
470,42.235,70.722,2232,70.761,0.001,0.0033,60,,,
471,42.236,70.7253,2232,70.761,0.001,0.0033,60,,,
472,42.237,70.7286,2232,70.761,0.001,0.0033,60,,,
473,42.238,70.7319,2232,70.761,0.001,0.0033,60,,,
474,42.239,70.7352,2232,70.761,0.001,0.0033,60,,,
475,42.24,70.7385,2232,70.761,0.001,0.0033,60,,,
476,42.241,70.7418,2232,70.761,0.001,0.0033,60,,,
477,42.242,70.7451,2232,70.761,0.001,0.0033,60,,,
478,42.243,70.7484,2232,70.761,0.001,0.0033,60,,,
479,42.244,70.7517,2232,70.761,0.001,0.0033,60,,,
480,42.245,70.755,2232,70.761,0.001,0.0033,60,,,
